Title,Link,RankOverall,YearPublished,UsersRated,AverageRating,Baverage,StandardDeviation,AverageWeight,NumberOfWeights,NumberOfPlays,NumAwardsHonors,PlayerCountRecomm_min,PlayerCountRecomm_max,PlayerCountBest_min,PlayerCountBest_max,PlayerCount_votes,MinPlayTime,MaxPlayTime,GameCategory_1,RankCategory_1,ScoreCategory_1,Mechanics,AmazonPrice,GameCategory_2,RankCategory_2,ScoreCategory_2,GameCategory_3,RankCategory_3,ScoreCategory_3
Copenhagen ,https://boardgamegeek.com/boardgame/269595/copenhagen,268,2019,3753,6.98593,6.45413,1.1565,1.6892,74,18779,4,2,4,4,4.0,29,20,40,Family ,349,6.57208,"Hand Management
Pattern Building
Tile Placement
",Unknown,,,,,,
Maglev Metro ,https://boardgamegeek.com/boardgame/301257/maglev-metro,269,2021,2395,7.26496,6.45473,1.25461,2.7719,57,6853,1,2,4,3,3.0,52,60,90,Strategy ,679,6.60217,"End Game Bonuses
Hexagon Grid
Network and Route Building
Pick-up and Deliver
Tile Placement
",$56.93,,,,,,
Stardew Valley: The Board Game ,https://boardgamegeek.com/boardgame/332290/stardew-valley-board-game,270,2021,2620,7.38829,6.45619,1.54605,2.7284,81,6256,0,1,3,2,2.0,77,45,200,Thematic,320,6.58843,"Cooperative Game
Dice Rolling
Die Icon Resolution
Events
Point to Point Movement
Random Production
",$79.99,,,,,,
Bad Company ,https://boardgamegeek.com/boardgame/340677/bad-company,271,2021,2215,7.34174,6.45422,1.15547,1.92,50,7265,0,1,6,3,4.0,52,30,30,Family ,312,6.62716,"Contracts
Dice Rolling
Random Production
Re-rolling and Locking
Set Collection
Solo / Solitaire Game
",$54.99,,,,,,
Royals ,https://boardgamegeek.com/boardgame/165986/royals,272,2014,2697,7.17082,6.45328,1.1957,2.2136,103,6459,3,2,5,4,5.0,45,60,60,Strategy ,704,6.57688,"Area Majority / Influence
Open Drafting
Set Collection
",$37.99,Family ,331,6.60071,,,
Santiago de Cuba ,https://boardgamegeek.com/boardgame/104347/santiago-de-cuba,273,2011,4548,6.89044,6.45232,1.15089,2.1538,273,12651,4,2,4,2,2.0,142,40,75,Strategy ,746,6.53499,"Commodity Speculation
Dice Rolling
Memory
Modular Board
Pick-up and Deliver
Resource to Move
",Unknown,Family ,359,6.55487,,,
Betrayal at Baldur's Gate ,https://boardgamegeek.com/boardgame/228660/betrayal-baldurs-gate,274,2017,3905,7.08841,6.4528,1.44449,2.5781,64,7050,0,3,6,5,5.0,40,60,60,Thematic,331,6.57011,"Dice Rolling
Map Addition
Modular Board
Role Playing
Storytelling
Team-Based Game
",$62.99,,,,,,
Street Masters ,https://boardgamegeek.com/boardgame/218421/street-masters,275,2018,1343,7.98369,6.45244,1.50829,2.84,50,9340,0,1,3,1,2.0,72,45,120,Thematic,177,6.88576,"Cooperative Game
Dice Rolling
Events
Grid Movement
Hand Management
Hexagon Grid
",Unknown,,,,,,
The Golden Ages ,https://boardgamegeek.com/boardgame/164338/golden-ages,276,2014,2355,7.26423,6.45083,1.17806,2.8984,128,5518,3,2,4,4,4.0,51,60,90,Strategy ,673,6.60445,"Action Points
Area Majority / Influence
End Game Bonuses
Modular Board
Open Drafting
Square Grid
",$44.95,,,,,,
Sentient ,https://boardgamegeek.com/boardgame/223855/sentient,277,2017,2550,7.20249,6.45176,1.21147,2.2,45,7354,1,2,4,3,3.0,43,30,60,Strategy ,694,6.58922,"Area Majority / Influence
Dice Rolling
Open Drafting
Set Collection
",Unknown,,,,,,
Dead Man's Draw: Captain Carcass ,https://boardgamegeek.com/boardgame/149155/dead-mans-draw-captain-carcass,278,2015,5479,6.85314,6.45168,1.28372,1.3333,201,39610,0,2,4,4,4.0,105,15,15,Family ,377,6.53019,"Push Your Luck
Set Collection
Take That
Variable Player Powers
",$18.99,,,,,,
Ninjato ,https://boardgamegeek.com/boardgame/50768/ninjato,279,2011,2713,7.16298,6.45024,1.27109,2.7619,189,6108,1,2,4,4,4.0,53,60,60,Strategy ,697,6.58483,"Area Majority / Influence
Hand Management
Push Your Luck
Set Collection
Worker Placement
",$99.99,,,,,,
Back to the Future: Back in Time ,https://boardgamegeek.com/boardgame/302388/back-future-back-time,280,2020,2627,7.25435,6.45147,1.26623,2.4062,64,5848,1,1,4,2,2.0,50,50,50,Thematic,268,6.68642,"Cooperative Game
Dice Rolling
Push Your Luck
Variable Player Powers
",$14.80,,,,,,
Escape Room: The Game ,https://boardgamegeek.com/boardgame/204836/escape-room-game,281,2016,4073,6.92724,6.45062,1.4054,2.2364,55,10835,4,1,4,3,3.0,66,60,60,Family ,356,6.55981,"Cooperative Game
Deduction
Elapsed Real Time Ending
",Unknown,,,,,,
BattleTech ,https://boardgamegeek.com/boardgame/1540/battletech,282,1985,3574,7.09194,6.45026,1.60481,3.4133,375,6348,1,2,6,2,2.0,50,0,0,War ,275,6.78296,"Dice Rolling
Hexagon Grid
Movement Points
Role Playing
Simulation
Variable Player Powers
",Unknown,Thematic,312,6.60768,,,
Sherlock Holmes Consulting Detective: The Baker Street Irregulars ,https://boardgamegeek.com/boardgame/296345/sherlock-holmes-consulting-detective-baker-street,283,2020,1089,8.30966,6.45158,1.33104,2.2105,19,2909,0,1,3,2,2.0,24,90,90,Thematic,192,6.83724,"Cooperative Game
Narrative Choice / Paragraph
Storytelling
",Unknown,,,,,,
Super-Skill Pinball: 4-Cade ,https://boardgamegeek.com/boardgame/302524/super-skill-pinball-4-cade,284,2020,2895,7.11825,6.44794,1.31952,2.2273,44,13555,3,1,4,1,1.0,69,30,30,Family ,341,6.58389,"Bingo
Dice Rolling
Paper-and-Pencil
Roll / Spin and Move
Simulation
Solo / Solitaire Game
",$23.62,,,,,,
Rattus ,https://boardgamegeek.com/boardgame/42452/rattus,285,2010,6029,6.77962,6.44921,1.19099,2.0574,331,18932,2,3,4,4,4.0,119,45,45,Strategy ,764,6.51964,"Area Majority / Influence
Area Movement
Variable Player Powers
",Unknown,Family ,380,6.52723,,,
Cahoots ,https://boardgamegeek.com/boardgame/246761/cahoots,286,2018,2834,7.13848,6.44867,1.09638,1.1216,74,46276,3,1,4,2,2.0,56,20,20,Family ,339,6.58604,"Communication Limits
Cooperative Game
Open Drafting
",Unknown,,,,,,
A Game of Thrones: The Card Game ,https://boardgamegeek.com/boardgame/39953/game-thrones-card-game,287,2008,6232,6.81697,6.4482,1.62151,3.2545,393,23065,2,2,4,2,2.0,117,60,120,Customizable,69,6.71784,"Hand Management
Open Drafting
Simultaneous Action Selection
Variable Player Powers
",$49.99,Strategy ,799,6.48207,,,
Thunderbirds ,https://boardgamegeek.com/boardgame/160610/thunderbirds,288,2015,1945,7.54653,6.44802,1.34272,2.4872,78,6483,0,1,4,3,3.0,30,45,60,Thematic,237,6.74194,"Action Points
Area Movement
Cooperative Game
Dice Rolling
Pick-up and Deliver
Set Collection
",Unknown,,,,,,
Dale of Merchants 2 ,https://boardgamegeek.com/boardgame/191597/dale-merchants-2,289,2016,2329,7.30625,6.44894,1.26248,2.0588,51,3437,0,2,4,2,3.0,31,30,30,Strategy ,700,6.58025,"Deck, Bag, and Pool Building
Dice Rolling
Hand Management
Open Drafting
Set Collection
Take That
",Unknown,Family ,325,6.61013,,,
Dungeon Twister ,https://boardgamegeek.com/boardgame/12995/dungeon-twister,290,2004,6011,6.80527,6.44585,1.52044,2.8867,697,9928,5,2,2,2,2.0,64,60,60,Strategy ,786,6.49509,"Action Points
Card Play Conflict Resolution
Grid Movement
Hand Management
Map Deformation
Modular Board
",Unknown,,,,,,
Rise of Tribes ,https://boardgamegeek.com/boardgame/202583/rise-tribes,291,2018,3007,7.13745,6.44497,1.29037,2.177,113,7790,0,2,4,3,4.0,59,30,60,Strategy ,741,6.5413,"Area Majority / Influence
Dice Rolling
Events
Modular Board
Race
Variable Player Powers
",Unknown,,,,,,
The Magic Labyrinth ,https://boardgamegeek.com/boardgame/41916/magic-labyrinth,292,2009,5949,6.81393,6.44566,1.20946,1.2206,204,23579,16,2,4,3,4.0,57,20,30,Children's ,19,6.77595,"Dice Rolling
Grid Movement
Memory
Network and Route Building
Roll / Spin and Move
",Unknown,Family ,384,6.52357,,,
Elfenland ,https://boardgamegeek.com/boardgame/10/elfenland,293,1998,8837,6.68248,6.44519,1.25517,2.1545,712,15470,4,3,6,4,4.0,112,60,60,Family ,405,6.49817,"Hand Management
Network and Route Building
Open Drafting
Point to Point Movement
",Unknown,,,,,,
Java ,https://boardgamegeek.com/boardgame/855/java,294,2000,3439,7.00843,6.44507,1.30189,3.3846,377,3592,1,2,4,3,3.0,62,120,120,Strategy ,714,6.5646,"Action Points
Area Majority / Influence
Layering
Tile Placement
",Unknown,,,,,,
Ulm ,https://boardgamegeek.com/boardgame/191876/ulm,295,2016,3280,7.02713,6.44394,1.16172,2.6961,102,9347,2,2,4,3,3.0,69,45,75,Strategy ,718,6.55945,"Area Majority / Influence
Bias
Set Collection
Slide/Push
Victory Points as a Resource
",$39.99,,,,,,
Smash Up: It's Your Fault! ,https://boardgamegeek.com/boardgame/177802/smash-its-your-fault,296,2016,1973,7.49121,6.44381,1.33624,2.0455,22,1035,0,2,2,3,,7,45,60,Strategy ,712,6.56529,"Area Majority / Influence
Hand Management
Take That
Variable Phase Order
",$19.99,Family ,333,6.59928,,,
Vagrantsong ,https://boardgamegeek.com/boardgame/340325/vagrantsong,297,2022,1714,7.64025,6.44472,1.43995,3.1944,72,6828,1,1,3,2,2.0,51,45,120,Thematic,207,6.79783,"Action Points
Cooperative Game
Dice Rolling
Events
Grid Movement
Narrative Choice / Paragraph
",$68.99,Strategy ,676,6.6028,,,
Mission: Red Planet ,https://boardgamegeek.com/boardgame/18258/mission-red-planet,298,2005,4234,6.88423,6.44236,1.25158,2.3178,365,7730,0,3,5,4,5.0,57,60,60,Strategy ,748,6.53429,"Action Retrieval
Area Majority / Influence
Area Movement
End Game Bonuses
Hand Management
Simultaneous Action Selection
",Unknown,,,,,,
Hostage Negotiator ,https://boardgamegeek.com/boardgame/134253/hostage-negotiator,299,2015,5715,6.80973,6.44256,1.40493,2.0207,193,35212,3,1,1,1,1.0,87,20,20,Thematic,332,6.56566,"Critical Hits and Failures
Dice Rolling
Hand Management
Open Drafting
Solo / Solitaire Game
Stat Check Resolution
",$22.22,,,,,,
Ubongo ,https://boardgamegeek.com/boardgame/16986/ubongo,300,2003,9211,6.68795,6.44148,1.30332,1.5069,505,31240,16,2,4,4,4.0,95,25,25,Abstract ,89,6.55184,"Grid Coverage
Pattern Building
Real-Time
Set Collection
",$36.53,Family ,412,6.48979,,,
The Werewolves of Miller's Hollow ,https://boardgamegeek.com/boardgame/25821/werewolves-millers-hollow,301,2001,11473,6.69114,6.44121,1.69005,1.3132,661,39692,3,8,18,11,15.0,121,30,30,Party ,114,6.45874,"Hidden Roles
Player Elimination
Role Playing
Team-Based Game
Variable Player Powers
Voting
",Unknown,,,,,,
Ultimate Werewolf: Ultimate Edition ,https://boardgamegeek.com/boardgame/38159/ultimate-werewolf-ultimate-edition,302,2008,4043,6.97475,6.44122,1.75324,1.4908,163,20390,1,8,25,11,16.0,46,30,90,Party ,72,6.64965,"Hidden Roles
Player Elimination
Role Playing
Roles with Asymmetric Information
Team-Based Game
Traitor Game
",Unknown,,,,,,
Carcassonne: Winter Edition ,https://boardgamegeek.com/boardgame/131014/carcassonne-winter-edition,303,2012,1895,7.49165,6.44066,1.29066,1.8,75,6522,0,2,5,2,2.0,31,40,40,Family ,323,6.61123,"Area Majority / Influence
Tile Placement
",Unknown,,,,,,
"The Hunters: German U-Boats at War, 1939-43 ",https://boardgamegeek.com/boardgame/113873/hunters-german-u-boats-war-1939-43,304,2013,1742,7.73101,6.44235,1.45618,2.5429,175,4899,1,1,1,1,1.0,61,120,120,War ,72,7.28612,"Dice Rolling
Paper-and-Pencil
Push Your Luck
Simulation
Solo / Solitaire Game
",Unknown,,,,,,
Viceroy ,https://boardgamegeek.com/boardgame/157526/viceroy,305,2014,5584,6.79181,6.43932,1.29076,2.6376,229,13299,0,2,4,3,3.0,96,45,60,Strategy ,775,6.50979,"Auction: Sealed Bid
Hand Management
Memory
Open Drafting
Set Collection
Tile Placement
",$22.52,,,,,,
Liberty or Death: The American Insurrection ,https://boardgamegeek.com/boardgame/165872/liberty-or-death-american-insurrection,306,2016,1479,7.77876,6.43671,1.41731,4.084,131,2555,1,1,4,4,4.0,54,180,360,War ,66,7.31012,"Area Majority / Influence
Dice Rolling
Simulation
Solo / Solitaire Game
Variable Phase Order
Variable Player Powers
",$74.97,,,,,,
Floriferous ,https://boardgamegeek.com/boardgame/322622/floriferous,307,2021,1787,7.52369,6.44262,1.07847,1.6486,37,9708,0,1,4,2,3.0,28,20,30,Family ,308,6.6368,"Open Drafting
Set Collection
Solo / Solitaire Game
Turn Order: Stat-Based
",$12.49,,,,,,
Ghost Blitz ,https://boardgamegeek.com/boardgame/83195/ghost-blitz,308,2010,8996,6.71256,6.43844,1.34764,1.145,338,33383,10,2,7,4,5.0,84,20,20,Party ,100,6.50677,"Pattern Recognition
Speed Matching
",$20.34,Family ,411,6.48988,,,
Timeline: Inventions ,https://boardgamegeek.com/boardgame/85256/timeline-inventions,309,2010,8254,6.69635,6.43765,1.17651,1.0971,340,32875,1,2,8,4,4.0,78,15,15,Family ,408,6.49451,,$13.99,,,,,,
Carnival of Monsters ,https://boardgamegeek.com/boardgame/231484/carnival-monsters,310,2019,2559,7.2577,6.43737,1.27242,2.1364,66,11411,1,2,5,4,4.0,58,45,45,Family ,346,6.57821,"Closed Drafting
Dice Rolling
Loans
Set Collection
",$39.99,,,,,,
Qwinto ,https://boardgamegeek.com/boardgame/183006/qwinto,311,2015,3400,6.99785,6.43561,1.09331,1.3261,92,35283,1,2,5,3,4.0,39,15,15,Family ,358,6.55884,"Dice Rolling
Paper-and-Pencil
Pattern Building
",Unknown,,,,,,
Keythedral ,https://boardgamegeek.com/boardgame/4099/keythedral,312,2002,3009,7.04648,6.4357,1.2171,2.852,392,4809,2,2,5,4,4.0,52,60,90,Strategy ,713,6.56523,"Auction/Bidding
Modular Board
Set Collection
Tile Placement
Worker Placement
",Unknown,,,,,,
Encyclopedia ,https://boardgamegeek.com/boardgame/351526/encyclopedia,313,2022,1987,7.48019,6.43778,1.34482,3.0388,103,5675,0,1,4,3,3.0,69,60,120,Strategy ,703,6.57765,"Set Collection
Solo / Solitaire Game
Worker Placement with Dice Workers
",$52.20,,,,,,
Medina ,https://boardgamegeek.com/boardgame/1261/medina,314,2001,3185,7.01886,6.43443,1.2681,2.7818,275,4790,6,3,4,4,4.0,48,60,60,Abstract ,45,6.83916,"Grid Coverage
Square Grid
Tile Placement
",Unknown,Strategy ,722,6.5559,,,
Coloma ,https://boardgamegeek.com/boardgame/264982/coloma,315,2019,2067,7.35435,6.43547,1.19434,2.9615,78,4476,0,1,6,4,4.0,54,60,90,Strategy ,696,6.58703,"End Game Bonuses
Hand Management
Rondel
Simultaneous Action Selection
Solo / Solitaire Game
Variable Phase Order
",Unknown,,,,,,
Trains: Rising Sun ,https://boardgamegeek.com/boardgame/157001/trains-rising-sun,316,2014,1859,7.43228,6.43461,1.24286,2.4355,62,3915,1,2,4,3,4.0,17,45,45,Strategy ,674,6.60392,"Deck, Bag, and Pool Building
Hand Management
Network and Route Building
",Unknown,,,,,,
Hellboy: The Board Game ,https://boardgamegeek.com/boardgame/243759/hellboy-board-game,317,2019,1849,7.79831,6.43455,1.42151,2.9385,65,4584,0,1,4,4,4.0,38,60,90,Thematic,224,6.76768,"Area Movement
Cooperative Game
Dice Rolling
Modular Board
Solo / Solitaire Game
Variable Player Powers
",$87.17,,,,,,
Merchant of Venus ,https://boardgamegeek.com/boardgame/230/merchant-venus,318,1988,2758,7.14515,6.43289,1.5231,2.8357,280,5909,0,2,5,3,4.0,83,180,180,Strategy ,723,6.55588,"Commodity Speculation
Dice Rolling
Movement Points
Pick-up and Deliver
Point to Point Movement
Roll / Spin and Move
",Unknown,,,,,,
Axis & Allies: Europe 1940 ,https://boardgamegeek.com/boardgame/61692/axis-allies-europe-1940,319,2010,2200,7.57094,6.43324,1.64467,3.4965,141,2178,0,2,5,4,4.0,86,360,360,War ,132,7.06426,"Area Majority / Influence
Area Movement
Dice Rolling
Team-Based Game
",$69.99,,,,,,
Guildhall ,https://boardgamegeek.com/boardgame/132372/guildhall,320,2012,4123,6.8905,6.43293,1.24359,2.067,224,16263,5,2,4,2,2.0,87,30,45,Strategy ,756,6.52581,"Hand Management
Set Collection
Take That
",Unknown,Family ,370,6.54003,,,
Unlock!: Mythic Adventures ,https://boardgamegeek.com/boardgame/302425/unlock-mythic-adventures,321,2020,1421,7.72984,6.4327,1.23036,2.1429,14,5167,0,1,4,2,2.0,12,60,60,Thematic,182,6.8727,"Cooperative Game
Pieces as Map
Real-Time
Storytelling
",Unknown,Family ,295,6.64649,,,
SHŌBU ,https://boardgamegeek.com/boardgame/272380/shbu,322,2019,1797,7.52357,6.43269,1.24723,1.8372,43,7544,4,2,2,2,2.0,17,15,30,Abstract ,23,7.0712,"Grid Movement
Slide/Push
Square Grid
",$29.99,,,,,,
Evo ,https://boardgamegeek.com/boardgame/1159/evo,323,2001,4474,6.86721,6.43166,1.19931,2.343,446,6481,3,3,5,4,5.0,48,60,120,Strategy ,767,6.51566,"Area Majority / Influence
Area Movement
Auction/Bidding
Dice Rolling
Hand Management
Turn Order: Stat-Based
",Unknown,Family ,386,6.52252,,,
Rialto ,https://boardgamegeek.com/boardgame/119591/rialto,324,2013,4011,6.89715,6.43217,1.17309,2.5522,268,8541,1,2,5,4,4.0,89,45,45,Strategy ,750,6.53313,"Area Majority / Influence
Auction/Bidding
Open Drafting
",Unknown,,,,,,
Riftforce ,https://boardgamegeek.com/boardgame/291859/riftforce,325,2021,2221,7.32871,6.43396,1.22769,2.1356,59,8388,2,2,2,2,2.0,29,20,30,Customizable,53,6.87724,"Hand Management
Open Drafting
Race
Variable Player Powers
",$24.25,,,,,,
Liberté ,https://boardgamegeek.com/boardgame/2507/liberte,326,1998,2711,7.12031,6.4313,1.36185,3.3033,300,4377,2,3,6,4,4.0,74,90,90,Strategy ,710,6.56999,"Area Majority / Influence
Auction/Bidding
Hand Management
Open Drafting
",$35.19,,,,,,
Mini Rogue ,https://boardgamegeek.com/boardgame/311715/mini-rogue,327,2020,1822,7.61387,6.43254,1.23272,2,54,8170,1,1,2,1,1.0,50,30,45,Thematic,270,6.686,"Dice Rolling
Push Your Luck
Solo / Solitaire Game
",$25.00,,,,,,
Roll Camera!: The Filmmaking Board Game ,https://boardgamegeek.com/boardgame/298102/roll-camera-filmmaking-board-game,328,2021,1791,7.54046,6.43466,1.23171,2.2414,58,4671,3,1,4,3,3.0,52,45,90,Thematic,238,6.74181,"Communication Limits
Cooperative Game
End Game Bonuses
Events
Open Drafting
Pattern Building
",Unknown,,,,,,
One Deck Dungeon: Forest of Shadows ,https://boardgamegeek.com/boardgame/224821/one-deck-dungeon-forest-shadows,329,2017,3012,7.12191,6.42958,1.29123,2.3273,55,7363,2,1,2,1,1.0,51,30,45,Thematic,289,6.64586,"Cooperative Game
Deck, Bag, and Pool Building
Dice Rolling
Melding and Splaying
Move Through Deck
Solo / Solitaire Game
",$18.63,Family ,387,6.52229,,,
Habitats ,https://boardgamegeek.com/boardgame/200853/habitats,330,2016,1931,7.37946,6.43225,1.15731,2.1622,37,12214,0,2,5,2,3.0,41,30,50,Strategy ,688,6.5939,"Grid Movement
Map Addition
Open Drafting
Pattern Building
Square Grid
Tile Placement
",$44.00,Family ,324,6.61069,,,
Similo ,https://boardgamegeek.com/boardgame/268620/similo,331,2019,4991,6.82335,6.43059,1.2302,1.0367,109,84054,2,2,6,3,4.0,67,10,15,Family ,388,6.52057,"Communication Limits
Cooperative Game
Deduction
",$9.99,,,,,,
Saboteur ,https://boardgamegeek.com/boardgame/9220/saboteur,332,2004,31462,6.54898,6.42874,1.30025,1.3194,1559,85948,1,5,10,7,8.0,368,30,30,Party ,134,6.377,"Hand Management
Hidden Roles
Map Addition
Network and Route Building
Take That
Traitor Game
",$12.99,Family ,464,6.42277,,,
Wild Space ,https://boardgamegeek.com/boardgame/298371/wild-space,333,2020,2446,7.21242,6.43139,1.10366,2.0667,75,13477,0,1,4,2,3.0,74,15,40,Family ,340,6.5856,"End Game Bonuses
Hand Management
Set Collection
Solo / Solitaire Game
Variable Set-up
",$36.99,,,,,,
Planet Steam ,https://boardgamegeek.com/boardgame/23094/planet-steam,334,2008,2877,7.1008,6.42832,1.44477,3.7565,230,4532,1,2,5,4,4.0,70,90,180,Strategy ,730,6.55226,"Auction/Bidding
Commodity Speculation
Market
Trading
",Unknown,,,,,,
Resist! ,https://boardgamegeek.com/boardgame/352697/resist,335,2022,1613,7.66171,6.43468,1.20058,2.1525,59,7209,2,1,1,1,1.0,35,20,40,War ,179,6.95001,"Card Play Conflict Resolution
Deck, Bag, and Pool Building
Hand Management
Open Drafting
Push Your Luck
Scenario / Mission / Campaign Game
",Unknown,,,,,,
Cartagena ,https://boardgamegeek.com/boardgame/826/cartagena,336,2000,7883,6.68318,6.42758,1.19421,1.6029,763,29046,5,2,5,3,3.0,116,45,45,Family ,413,6.48767,"Action Points
Catch the Leader
Hand Management
Modular Board
Race
Resource to Move
",$28.84,,,,,,
The Captain Is Dead ,https://boardgamegeek.com/boardgame/159503/captain-dead,337,2014,3210,7.08036,6.42549,1.35193,2.3889,90,8655,1,3,7,4,4.0,44,60,90,Thematic,319,6.59383,"Action Points
Area Movement
Cooperative Game
Hand Management
Open Drafting
Variable Player Powers
",$37.56,Strategy ,788,6.49364,,,
TransAmerica ,https://boardgamegeek.com/boardgame/2842/transamerica,338,2001,8155,6.6802,6.42577,1.31532,1.3473,835,39350,7,3,6,4,6.0,138,30,30,Family ,419,6.48139,"Connections
Race
Score-and-Reset Game
",$36.73,,,,,,
Sylvion ,https://boardgamegeek.com/boardgame/143405/sylvion,339,2015,3061,7.06307,6.42442,1.27149,2.0545,110,12487,1,1,2,1,1.0,65,30,30,Strategy ,758,6.52459,"Card Play Conflict Resolution
Cooperative Game
Events
Grid Movement
Hand Management
Interrupts
",Unknown,,,,,,
UBOOT: The Board Game ,https://boardgamegeek.com/boardgame/219100/uboot-board-game,340,2019,2018,7.59672,6.42063,1.80549,4.1329,143,3513,22,1,4,4,4.0,82,30,120,War ,187,6.93747,"Action Points
Cooperative Game
Simulation
Solo / Solitaire Game
Variable Player Powers
Worker Placement
",Unknown,Thematic,261,6.69751,,,
Azul: Master Chocolatier ,https://boardgamegeek.com/boardgame/363247/azul-master-chocolatier,341,2022,1311,7.96097,6.43395,1.091,1.75,32,8229,0,2,4,2,3.0,23,30,45,Abstract ,21,7.08699,"End Game Bonuses
Open Drafting
Pattern Building
Tile Placement
Turn Order: Claim Action
",$31.49,,,,,,
Deep Madness ,https://boardgamegeek.com/boardgame/202077/deep-madness,342,2018,1930,7.85047,6.42205,1.7199,3.4198,81,3780,1,1,6,3,3.0,44,60,120,Thematic,233,6.75284,"Action Points
Cooperative Game
Dice Rolling
Hand Management
Modular Board
Variable Player Powers
",Unknown,,,,,,
Imhotep: The Duel ,https://boardgamegeek.com/boardgame/255674/imhotep-duel,343,2018,2850,7.08094,6.42228,1.11958,1.9655,58,9637,3,2,2,2,2.0,20,30,30,Strategy ,739,6.54267,"Area Majority / Influence
Modular Board
Set Collection
Worker Placement
",$26.94,Family ,355,6.56291,,,
New Angeles ,https://boardgamegeek.com/boardgame/205716/new-angeles,344,2016,3147,7.06743,6.42165,1.63655,3.2292,96,3960,0,4,6,6,6.0,82,120,240,Strategy ,762,6.52134,"Hidden Roles
Negotiation
Semi-Cooperative Game
Traitor Game
Variable Player Powers
Voting
",$99.49,,,,,,
