Title,Link,Rank,YearPublished,UsersRated,AverageRating,Baverage,StandardDeviation,AverageWeight,NumberOfWeights,NumberOfPlays,NumAwards,PCountRecomm_min,PCountRecomm_max,PCountBest_min,PCountBest_max,PCount_votes,MinPlayTime,MaxPlayTime,Category_1,RankCategory_1,ScoreCategory_1,Category_2,RankCategory_2,ScoreCategory_2,Mechanics,AmazonPrice
Tobago ,https://boardgamegeek.com/boardgame/42215/tobago,612,2009,11937,7.10137,6.86045,1.18235,2.1285,708,31573,20,2,4,4,4,200,60,60,Family ,152,6.92088,,,,"Deduction
Grid Movement
Hand Management
Hexagon Grid
Modular Board
Push Your Luck
",Unknown
Unfathomable ,https://boardgamegeek.com/boardgame/340466/unfathomable,613,2021,4580,7.55664,6.85975,1.48208,3.0634,142,8536,6,4,6,5,5,120,120,240,Thematic,118,7.0836,,,,"Area Movement
Hand Management
Hidden Roles
Team-Based Game
Traitor Game
Variable Player Powers
",$60.10 
Triumph & Tragedy: European Balance of Power 1936-1945 ,https://boardgamegeek.com/boardgame/130960/triumph-tragedy-european-balance-power-1936-1945,614,2015,2247,8.15194,6.85827,1.39956,3.3873,173,5317,2,3,3,3,3,96,240,360,War ,9,7.77291,,,,"Area Majority / Influence
Area Movement
Campaign / Battle Card Driven
Dice Rolling
Hand Management
Movement Points
",$92.89 
Star Trek: Ascendancy ,https://boardgamegeek.com/boardgame/193949/star-trek-ascendancy,615,2016,3412,7.81925,6.85706,1.48146,3.1509,106,7322,1,3,3,3,3,77,180,180,Thematic,112,7.12764,,,,"Action Points
Dice Rolling
Events
Modular Board
Point to Point Movement
Simulation
",$87.51 
Cooper Island ,https://boardgamegeek.com/boardgame/269511/cooper-island,616,2019,3771,7.60252,6.85475,1.32126,4.1613,279,10545,3,1,4,3,3,122,60,120,Strategy ,341,7.01026,,,,"Tile Placement
Worker Placement
Worker Placement, Different Worker Types
",Unknown
Aeon Trespass: Odyssey ,https://boardgamegeek.com/boardgame/242705/aeon-trespass-odyssey,617,2022,2088,9.13032,6.8532,1.69303,4.7287,317,9067,4,1,4,1,2,131,90,0,Thematic,53,7.35098,,,,"Command Cards
Cooperative Game
Map Addition
Scenario / Mission / Campaign Game
Tech Trees / Tech Tracks
",$499.99 
Automobile ,https://boardgamegeek.com/boardgame/39351/automobile,618,2009,5704,7.32886,6.85198,1.3968,3.5266,507,11756,6,3,5,5,5,143,120,120,Strategy ,367,6.96889,,,,"Commodity Speculation
Variable Player Powers
",Unknown
Evolution ,https://boardgamegeek.com/boardgame/155703/evolution,619,2014,16321,7.06523,6.85115,1.31523,2.4303,595,39394,4,2,6,4,4,225,60,60,Strategy ,451,6.86272,,,,"Action Points
Hand Management
Push Your Luck
Simulation
Simultaneous Action Selection
Take That
",$43.99 
Unlock!: Heroic Adventures ,https://boardgamegeek.com/boardgame/266121/unlock-heroic-adventures,620,2018,3457,7.64261,6.85055,1.27447,2.2051,39,9430,0,1,4,2,2,32,60,60,Thematic,95,7.17504,,,,"Cooperative Game
Storytelling
",Unknown
Silver & Gold ,https://boardgamegeek.com/boardgame/270673/silver-gold,621,2019,7580,7.21768,6.85,1.0874,1.1716,134,48140,5,2,4,3,4,68,20,20,Family ,138,6.94602,,,,"Bingo
Contracts
End Game Bonuses
Grid Coverage
Paper-and-Pencil
Set Collection
",$9.95 
The Battle of Five Armies ,https://boardgamegeek.com/boardgame/135219/battle-five-armies,622,2014,2847,7.88445,6.84954,1.2847,3.5921,152,4082,6,2,2,2,2,34,90,240,War ,37,7.45126,Thematic,88,7.19307,"Area Majority / Influence
Area Movement
Dice Rolling
Hand Management
",$74.93 
Struggle of Empires ,https://boardgamegeek.com/boardgame/9625/struggle-empires,623,2004,4179,7.52512,6.84858,1.47313,3.5908,545,6296,1,4,7,5,7,147,180,240,Strategy ,350,6.99202,,,,"Alliances
Area Majority / Influence
Area Movement
Auction/Bidding
Dice Rolling
",$55.99 
Coup ,https://boardgamegeek.com/boardgame/131357/coup,624,2012,44817,6.98429,6.84843,1.42735,1.4124,1387,252488,2,3,6,5,5,547,15,15,Party ,55,6.77938,,,,"Hidden Roles
Memory
Player Elimination
Take That
Variable Player Powers
",$13.99 
Francis Drake ,https://boardgamegeek.com/boardgame/140603/francis-drake,625,2013,5120,7.38205,6.84599,1.24745,2.9157,249,8725,5,4,5,5,5,105,90,120,Strategy ,369,6.96429,,,,"Order Counters
Push Your Luck
Secret Unit Deployment
Set Collection
Turn Order: Time Track
Worker Placement
",$79.99 
Carson City ,https://boardgamegeek.com/boardgame/39938/carson-city,626,2009,7172,7.22197,6.84591,1.33903,3.1831,486,16904,1,2,5,4,4,143,90,90,Strategy ,389,6.93701,,,,"Area Majority / Influence
Dice Rolling
Tile Placement
Variable Player Powers
Worker Placement
",$141.41 
Crusaders: Thy Will Be Done ,https://boardgamegeek.com/boardgame/170624/crusaders-thy-will-be-done,627,2018,4244,7.48705,6.84516,1.13501,2.4496,129,14150,1,2,4,3,4,64,40,60,Strategy ,359,6.9838,,,,"Grid Movement
Hexagon Grid
Mancala
Variable Player Powers
",$44.00 
Star Wars: Destiny ,https://boardgamegeek.com/boardgame/205359/star-wars-destiny,628,2016,5389,7.45676,6.84447,1.57719,2.451,102,68272,4,2,2,2,2,41,30,30,Customizable,28,7.15226,,,,"Dice Rolling
Hand Management
Variable Player Powers
",Unknown
Hammer of the Scots ,https://boardgamegeek.com/boardgame/3685/hammer-scots,629,2002,4108,7.53067,6.84281,1.375,2.9614,492,7339,3,2,2,2,2,54,120,180,War ,58,7.36261,,,,"Area Movement
Campaign / Battle Card Driven
Dice Rolling
Hand Management
Secret Unit Deployment
Simulation
",$79.99 
Cuba Libre ,https://boardgamegeek.com/boardgame/111799/cuba-libre,630,2013,3265,7.68762,6.84157,1.28857,3.5872,235,7113,3,1,4,4,4,87,180,180,War ,41,7.42396,,,,"Area Majority / Influence
Area Movement
Dice Rolling
Solo / Solitaire Game
Variable Player Powers
",$56.71 
Splendor: Marvel ,https://boardgamegeek.com/boardgame/293296/splendor-marvel,631,2020,4099,7.59785,6.84105,1.1644,1.8267,75,24683,0,2,4,2,3,53,30,30,Family ,122,6.97832,,,,"Contracts
Open Drafting
Race
Set Collection
",Unknown
Conan ,https://boardgamegeek.com/boardgame/160010/conan,632,2016,4532,7.64571,6.84088,1.57797,2.7521,121,10129,5,2,5,4,4,83,90,90,Thematic,121,7.07678,,,,"Action Points
Area Movement
Dice Rolling
Player Elimination
Team-Based Game
Variable Phase Order
",Unknown
A Game of Thrones ,https://boardgamegeek.com/boardgame/6472/game-thrones,633,2003,10526,7.17514,6.83958,1.58411,3.4507,1156,11543,4,4,5,5,5,208,180,180,War ,174,6.9607,Strategy ,442,6.8728,"Area Movement
Auction/Bidding
Events
Hand Management
Memory
Order Counters
",$51.96 
Dinosaur Island: Rawr 'n Write ,https://boardgamegeek.com/boardgame/318009/dinosaur-island-rawr-n-write,634,2021,3127,7.74972,6.83865,1.16279,2.8,80,12140,0,1,4,2,2,62,30,45,Strategy ,352,6.99138,,,,"Connections
Dice Rolling
Grid Coverage
Network and Route Building
Paper-and-Pencil
Worker Placement with Dice Workers
",$27.00 
The Lord of the Rings: The Card Game – Revised Core Set ,https://boardgamegeek.com/boardgame/349067/lord-rings-card-game-revised-core-set,635,2022,1894,8.50191,6.83801,1.27528,3.4815,81,21419,4,1,3,1,2,64,30,90,Customizable,7,7.61801,,,,"Automatic Resource Growth
Cooperative Game
Deck Construction
Events
Hand Management
Scenario / Mission / Campaign Game
",$69.99 
Gears of War: The Board Game ,https://boardgamegeek.com/boardgame/42776/gears-war-board-game,636,2011,5029,7.46791,6.8363,1.40235,2.8773,326,12766,0,1,4,2,2,145,60,180,Thematic,132,7.05687,,,,"Area Movement
Campaign / Battle Card Driven
Cooperative Game
Dice Rolling
Hand Management
Modular Board
",Unknown
Zombicide ,https://boardgamegeek.com/boardgame/113924/zombicide,637,2012,18564,7.10681,6.8349,1.57243,2.5368,816,44926,7,1,6,3,3,288,60,60,Thematic,198,6.82281,,,,"Action Points
Cooperative Game
Dice Rolling
Grid Movement
Hand Management
Modular Board
",Unknown
Age of Innovation ,https://boardgamegeek.com/boardgame/383179/age-innovation,638,2023,1397,8.86714,6.83426,1.18518,4.2602,123,3644,0,1,5,4,4,80,40,200,Strategy ,276,7.11504,,,,"Hexagon Grid
Turn Order: Pass Order
Variable Player Powers
Victory Points as a Resource
",Unknown
Quantum ,https://boardgamegeek.com/boardgame/143519/quantum,639,2013,7449,7.24369,6.83405,1.40904,2.474,289,21237,0,2,4,4,4,134,60,60,Strategy ,426,6.88799,,,,"Area Majority / Influence
Dice Rolling
Grid Movement
Modular Board
Square Grid
",Unknown
Take 5 ,https://boardgamegeek.com/boardgame/432/take-5,640,1994,28061,6.9591,6.83383,1.26998,1.196,1643,233001,7,3,10,5,6,546,45,45,Family ,181,6.85307,,,,"Hand Management
Score-and-Reset Game
Simultaneous Action Selection
",Unknown
Thebes ,https://boardgamegeek.com/boardgame/30869/thebes,641,2007,9799,7.1271,6.83383,1.19998,2.1565,850,23148,12,2,4,3,4,214,60,60,Family ,158,6.90623,,,,"Point to Point Movement
Set Collection
Turn Order: Time Track
",$49.22 
Blood Bowl (2016 Edition) ,https://boardgamegeek.com/boardgame/212445/blood-bowl-2016-edition,642,2016,2659,7.98022,6.83244,1.50979,3.5472,53,11855,0,2,2,2,2,23,60,180,Thematic,94,7.17531,,,,"Critical Hits and Failures
Dice Rolling
Grid Movement
Movement Points
Variable Player Powers
",$125.65 
Regicide ,https://boardgamegeek.com/boardgame/307002/regicide,643,2020,4559,7.47204,6.83211,1.23467,1.932,103,45811,1,1,4,2,2,108,10,30,Strategy ,402,6.92612,Family ,133,6.95868,"Communication Limits
Cooperative Game
Hand Management
Solo / Solitaire Game
Variable Set-up
",$35.95 
Shards of Infinity ,https://boardgamegeek.com/boardgame/244115/shards-infinity,644,2018,4488,7.48957,6.8316,1.22424,1.9759,83,32297,1,2,3,2,2,91,30,30,Strategy ,390,6.93614,,,,"Deck, Bag, and Pool Building
Delayed Purchase
Hand Management
Open Drafting
Take That
",Unknown
Photosynthesis ,https://boardgamegeek.com/boardgame/218603/photosynthesis,645,2017,22770,6.99462,6.83083,1.26674,2.2589,448,40851,11,2,4,3,3,283,30,60,Abstract ,47,6.81575,Family ,180,6.8532,"Action Points
Area Majority / Influence
Bias
End Game Bonuses
Hexagon Grid
Income
",$39.99 
Arkham Horror: The Card Game (Revised Edition) ,https://boardgamegeek.com/boardgame/359609/arkham-horror-card-game-revised-edition,646,2021,1590,8.74139,6.83055,1.26685,3.5306,49,7778,0,1,4,2,2,47,45,180,Customizable,2,7.91366,,,,"Action Points
Area Movement
Communication Limits
Cooperative Game
Deck Construction
Deck, Bag, and Pool Building
",$47.96 
Whitehall Mystery ,https://boardgamegeek.com/boardgame/190082/whitehall-mystery,647,2017,3831,7.55506,6.82966,1.19709,2.1167,120,9325,0,2,4,2,2,117,45,60,Strategy ,396,6.93009,,,,"Hidden Movement
Point to Point Movement
Secret Unit Deployment
Team-Based Game
",$41.56 
Coloretto ,https://boardgamegeek.com/boardgame/5782/coloretto,648,2003,20738,6.97801,6.82903,1.1392,1.2768,1481,148273,8,2,5,4,4,351,30,30,Family ,175,6.8624,,,,"Open Drafting
Push Your Luck
Set Collection
",$13.85 
Zombicide: Green Horde ,https://boardgamegeek.com/boardgame/224710/zombicide-green-horde,649,2018,4063,7.70322,6.82857,1.47096,2.4778,90,9248,0,1,4,3,3,74,60,60,Thematic,130,7.06041,,,,"Cooperative Game
Dice Rolling
Modular Board
Scenario / Mission / Campaign Game
Variable Player Powers
",$106.72 
HeroQuest ,https://boardgamegeek.com/boardgame/699/heroquest,650,1989,13249,7.18898,6.82578,1.599,2.1402,820,23364,1,2,5,5,5,175,90,90,Thematic,192,6.83399,,,,"Dice Rolling
Die Icon Resolution
Grid Movement
Modular Board
Role Playing
Roll / Spin and Move
",Unknown
A Game of Thrones: The Card Game (Second Edition) ,https://boardgamegeek.com/boardgame/169255/game-thrones-card-game-second-edition,651,2015,4854,7.50321,6.82461,1.57437,3.527,148,39264,2,2,4,2,2,73,60,120,Customizable,15,7.28783,,,,"Alliances
Hand Management
Open Drafting
Race
Simultaneous Action Selection
Take That
",$44.95 
Bus ,https://boardgamegeek.com/boardgame/552/bus,652,1999,3366,7.6084,6.82442,1.43708,3.0458,153,9320,0,3,5,4,4,73,120,120,Strategy ,349,6.99317,,,,"Action Points
Action Queue
Network and Route Building
Pick-up and Deliver
Turn Order: Claim Action
Turn Order: Progressive
",Unknown
Star Wars: X-Wing Miniatures Game – The Force Awakens Core Set ,https://boardgamegeek.com/boardgame/183562/star-wars-x-wing-miniatures-game-force-awakens-cor,653,2015,3104,7.74526,6.82293,1.46128,2.8421,57,5427,0,2,2,2,2,20,30,45,Customizable,11,7.39343,,,,"Action Queue
Critical Hits and Failures
Dice Rolling
Line of Sight
Movement Template
Variable Player Powers
",$22.35 
Mare Nostrum: Empires ,https://boardgamegeek.com/boardgame/174785/mare-nostrum-empires,654,2016,4062,7.53001,6.82267,1.35491,2.9627,134,7800,0,3,5,5,5,88,90,120,War ,88,7.20363,Strategy ,383,6.94607,"Area Movement
Dice Rolling
Set Collection
Trading
Variable Player Powers
",Unknown
Betrayal at House on the Hill ,https://boardgamegeek.com/boardgame/10547/betrayal-house-hill,655,2004,44946,7.03213,6.8203,1.58475,2.3916,1951,82237,2,3,6,5,6,535,60,60,Thematic,252,6.71793,,,,"Dice Rolling
Map Addition
Modular Board
Player Elimination
Role Playing
Storytelling
",$50.70 
Medici ,https://boardgamegeek.com/boardgame/46/medici,656,1995,8052,7.16543,6.82003,1.26267,2.2479,601,26671,2,4,6,5,6,169,60,60,Strategy ,417,6.90064,,,,"Auction: Once Around
Auction/Bidding
Income
Push Your Luck
Set Collection
Victory Points as a Resource
",$149.95 
Formula D ,https://boardgamegeek.com/boardgame/37904/formula-d,657,2008,19261,7.00052,6.81876,1.32777,1.9765,810,45702,6,3,10,5,8,228,60,60,Thematic,193,6.83104,Family ,194,6.82935,"Dice Rolling
Different Dice Movement
Grid Movement
Movement Points
Player Elimination
Push Your Luck
",$51.99 
Time's Up! ,https://boardgamegeek.com/boardgame/1353/times,658,1999,5752,7.28864,6.81808,1.61666,1.2048,332,18077,9,4,4,6,6,68,90,90,Party ,27,7.07091,,,,"Acting
Communication Limits
Memory
Team-Based Game
",$31.74 
Galaxy Trucker (Second Edition) ,https://boardgamegeek.com/boardgame/336794/galaxy-trucker-second-edition,659,2021,3961,7.51174,6.81662,1.25689,2.3378,74,14405,0,2,4,3,4,52,20,30,Thematic,142,6.99532,Family ,137,6.95159,"Dice Rolling
Events
Real-Time
Relative Movement
Tile Placement
Track Movement
",$29.95 
Taluva ,https://boardgamegeek.com/boardgame/24508/taluva,660,2006,8583,7.14616,6.81494,1.28109,2.2575,703,38408,4,2,4,2,2,202,45,45,Abstract ,34,6.96698,Strategy ,437,6.87687,"Chaining
Layering
Pattern Building
Race
Static Capture
Sudden Death Ending
",Unknown
The Downfall of Pompeii ,https://boardgamegeek.com/boardgame/13004/downfall-pompeii,661,2004,8237,7.15091,6.81167,1.1332,1.8467,659,36073,2,2,4,4,4,160,45,45,Family ,165,6.89425,,,,"Events
Grid Movement
Hand Management
Move Through Deck
Square Grid
Take That
",Unknown
Pax Renaissance ,https://boardgamegeek.com/boardgame/198953/pax-renaissance,662,2016,2334,8.00904,6.81139,1.63948,4.4529,223,9094,2,2,4,3,3,122,60,120,Strategy ,339,7.01374,,,,"Action Points
Auction: Dutch
Increase Value of Unchosen Resources
Market
Open Drafting
Simulation
",Unknown
Snowdonia ,https://boardgamegeek.com/boardgame/119432/snowdonia,663,2012,4939,7.33918,6.81114,1.31072,2.9966,294,17203,4,1,5,4,4,117,30,90,Strategy ,395,6.93098,,,,"Events
Hand Management
Open Drafting
Turn Order: Claim Action
Worker Placement
",$149.99 
Magic Maze ,https://boardgamegeek.com/boardgame/209778/magic-maze,664,2017,20677,6.96823,6.81068,1.33779,1.7616,344,119041,19,2,6,4,4,324,15,15,Family ,191,6.83523,,,,"Communication Limits
Cooperative Game
Elapsed Real Time Ending
Grid Movement
Map Addition
Modular Board
",Unknown
One Night Ultimate Werewolf: Daybreak ,https://boardgamegeek.com/boardgame/163166/one-night-ultimate-werewolf-daybreak,665,2015,5803,7.31527,6.81004,1.51176,1.386,114,14982,1,4,7,5,7,32,10,10,Party ,28,7.05636,,,,"Hidden Roles
Role Playing
Roles with Asymmetric Information
Traitor Game
Variable Player Powers
Voting
",$14.77 
Trains ,https://boardgamegeek.com/boardgame/121408/trains,666,2012,8336,7.13213,6.80598,1.27256,2.3785,362,23799,5,2,4,3,3,92,45,45,Strategy ,443,6.87244,,,,"Deck, Bag, and Pool Building
Hand Management
Network and Route Building
",$74.99 
The Republic of Rome ,https://boardgamegeek.com/boardgame/1513/republic-rome,667,1990,4173,7.53082,6.80591,1.78674,4.3599,578,4185,4,4,6,5,6,140,300,300,Strategy ,418,6.90003,,,,"Auction: Once Around
Bribery
Critical Hits and Failures
Dice Rolling
Events
Hand Management
",Unknown
Cacao ,https://boardgamegeek.com/boardgame/171499/cacao,668,2015,10623,7.08281,6.80575,1.07747,1.8198,383,48399,13,2,4,3,3,136,45,45,Family ,171,6.87414,,,,"Area Majority / Influence
Hand Management
Map Addition
Tile Placement
",Unknown
Fort ,https://boardgamegeek.com/boardgame/296912/fort,669,2020,8975,7.13765,6.80542,1.24528,2.4358,218,25966,5,2,4,3,3,168,20,40,Strategy ,462,6.84912,,,,"Deck, Bag, and Pool Building
Follow
Hand Management
",$26.48 
Disney Villainous: Wicked to the Core ,https://boardgamegeek.com/boardgame/271518/disney-villainous-wicked-core,670,2019,4235,7.55958,6.80523,1.27556,2.383,47,3201,1,2,3,3,3,29,40,60,Family ,145,6.93818,,,,"Hand Management
Take That
Variable Player Powers
",$31.99 
Creature Comforts ,https://boardgamegeek.com/boardgame/304051/creature-comforts,671,2022,4247,7.50979,6.80514,1.28074,2.3526,173,13087,1,1,4,2,2,145,45,45,Family ,143,6.94056,,,,"Dice Rolling
Events
Open Drafting
Set Collection
Solo / Solitaire Game
Turn Order: Progressive
",$49.00 
Lord of the Rings: The Confrontation ,https://boardgamegeek.com/boardgame/3201/lord-rings-confrontation,672,2002,6917,7.21024,6.80427,1.38674,2.1892,666,18961,4,2,2,2,2,64,30,30,Strategy ,433,6.87931,,,,"Area Movement
Card Play Conflict Resolution
Hand Management
Memory
Secret Unit Deployment
Simultaneous Action Selection
",Unknown
KeyForge: Call of the Archons ,https://boardgamegeek.com/boardgame/257501/keyforge-call-archons,673,2018,11205,7.12576,6.80358,1.60161,2.4844,225,111652,13,2,2,2,2,103,15,45,Customizable,36,7.02116,,,,"Hand Management
Take That
",$41.97 
Between Two Castles of Mad King Ludwig ,https://boardgamegeek.com/boardgame/258036/between-two-castles-mad-king-ludwig,674,2018,6128,7.24889,6.80284,1.27424,2.1791,134,18529,0,3,7,6,6,89,45,60,Strategy ,432,6.87959,Family ,162,6.90415,"Highest-Lowest Scoring
Neighbor Scope
Open Drafting
Set Collection
Simultaneous Action Selection
Team-Based Game
",$44.75 
Kingdom Builder ,https://boardgamegeek.com/boardgame/107529/kingdom-builder,675,2011,22967,6.94584,6.80283,1.41985,2.0617,1070,147527,14,2,4,4,4,376,45,45,Strategy ,481,6.81456,Family ,190,6.8367,"Area Majority / Influence
Chaining
Enclosure
Grid Movement
Hexagon Grid
Modular Board
",$48.99 
Shakespeare ,https://boardgamegeek.com/boardgame/180511/shakespeare,676,2015,4326,7.42314,6.80102,1.20975,2.9944,178,11143,1,2,4,3,3,91,20,90,Strategy ,401,6.92728,,,,"Action Points
Auction/Bidding
Open Drafting
Solo / Solitaire Game
",Unknown
Warp's Edge ,https://boardgamegeek.com/boardgame/296237/warps-edge,677,2020,2893,7.74451,6.79926,1.16121,2.4057,106,15779,1,1,1,1,1,51,30,45,Strategy ,384,6.94604,,,,"Deck, Bag, and Pool Building
Solo / Solitaire Game
",$33.68 
Mr. Jack ,https://boardgamegeek.com/boardgame/21763/mr-jack,678,2006,17697,6.97805,6.79788,1.24354,2.1731,1161,55576,9,2,2,2,2,196,30,30,Strategy ,487,6.80942,,,,"Grid Movement
Hexagon Grid
Open Drafting
Variable Player Powers
",$32.96 
Project: ELITE ,https://boardgamegeek.com/boardgame/256999/project-elite,679,2020,2239,8.01823,6.79657,1.3615,2.4,45,6671,2,2,6,4,4,52,60,60,Thematic,83,7.21823,,,,"Cooperative Game
Dice Rolling
Elapsed Real Time Ending
Grid Movement
Line of Sight
Real-Time
",$162.98 
Detective: City of Angels ,https://boardgamegeek.com/boardgame/218074/detective-city-angels,680,2019,2441,7.90124,6.79631,1.40488,2.3051,59,8067,0,1,5,3,4,74,30,150,Thematic,101,7.15966,,,,"Action Points
Area Movement
Cooperative Game
Team-Based Game
Traitor Game
",$68.78 
A Fake Artist Goes to New York ,https://boardgamegeek.com/boardgame/135779/fake-artist-goes-new-york,681,2011,7741,7.14976,6.79589,1.26789,1.1349,126,34899,0,5,10,6,7,74,20,20,Party ,38,6.97172,,,,"Hidden Roles
Line Drawing
Targeted Clues
",$26.98 
Telestrations: 12 Player Party Pack ,https://boardgamegeek.com/boardgame/153016/telestrations-12-player-party-pack,682,2011,2864,7.74232,6.79569,1.38258,1.0682,44,9649,0,6,12,12,12,34,30,30,Party ,13,7.27827,,,,"Drawing
Line Drawing
Paper-and-Pencil
",$40.50 
Summoner Wars ,https://boardgamegeek.com/boardgame/58281/summoner-wars,683,2009,6562,7.23258,6.79535,1.56582,2.3387,310,26142,4,2,2,2,2,99,30,60,Customizable,33,7.07065,,,,"Action Points
Dice Rolling
Grid Movement
Hand Management
Take That
Variable Player Powers
",$219.95 
