Title,ObjectID,Link,Rank,Year,Designers,UsersRated,AveRating,Baverage,StdDev,AveWeight,NumWeights,NumPlays,NumAwards,NumGeekLists,NumTrading,NumWanting,NumWish,NumOwned,NumComments,NumWantToPlay,NumFans,Views,PCountRecomm_min,PCountRecomm_max,PCountBest_min,PCountBest_max,PCount_votes,MinPlayTime,MaxPlayTime,Mechanics,Expansions,Categories,GameCategory_1,RankCategory_1,ScoreCategory_1,AmazonPrice,GameCategory_2,RankCategory_2,ScoreCategory_2,GameCategory_3,RankCategory_3,ScoreCategory_3
Zombie Kittens ,362202,https://boardgamegeek.com/boardgame/362202/zombie-kittens,5000,2022,"['Matthew Inman', 'Elan Lee', 'Shane Small']",948,6.55622,5.76195,1.60598,1.2,15,2978,3,110,24,9,171,5021,168,111,64,74162,3.0,5.0,4.0,5.0,13,15,15,"['Hand Management', 'Hot Potato', 'Push Your Luck']",[],"['Animals', 'Card Game', 'Horror', 'Humor', 'Zombies']",Party,378.0,5.89836,15.49,,,,,,
Best of Neapolitan ,223952,https://boardgamegeek.com/boardgame/223952/boast-or-nothing,5073,2017,['Yeon-Min Jung'],385,7.21296,5.7567,1.23331,1.3636,11,2147,0,131,1,134,359,335,110,200,41,46897,3.0,5.0,4.0,4.0,14,15,30,"['Increase Value of Unchosen Resources', 'Trick-taking']",[],['Card Game'],,,,,,,,,,
Braintopia ,206175,https://boardgamegeek.com/boardgame/206175/braintopia,5123,2016,"['Johan Benvenuto', 'Nicolas Bourgoin']",1512,6.19289,5.75283,1.37031,1.0588,34,4080,5,204,74,13,129,3320,280,97,22,86202,2.0,6.0,4.0,4.0,13,15,15,"['Memory', 'Pattern Recognition']",[],"['Card Game', 'Educational', 'Memory', 'Party Game', 'Puzzle']",Party,367.0,5.91704,,,,,,,
Der schwarze Pirat ,23890,https://boardgamegeek.com/boardgame/23890/der-schwarze-pirat,5116,2006,['Guido Hoffmann'],731,6.5311,5.75324,1.31494,1.1273,55,2209,5,376,48,62,236,1135,291,73,21,104278,2.0,4.0,4.0,4.0,13,15,15,"['Dice Rolling', 'Point to Point Movement']",[],"['Action / Dexterity', ""Children's Game"", 'Nautical', 'Pirates']",Children's,69.0,6.30609,,,,,,,
"Going, Going, GONE! ",144761,https://boardgamegeek.com/boardgame/144761/going-going-gone,5125,2013,['Scott Nicholson'],1430,6.15136,5.75261,1.42678,1.25,48,3250,1,1014,148,63,351,1987,403,226,39,128637,3.0,6.0,4.0,5.0,9,20,20,"['Auction / Bidding', 'Auction', 'Real-Time', 'Set Collection']",[],"['Action / Dexterity', 'Party Game', 'Real-time']",Party,358.0,5.92618,,,,,,,
なつめも (Natsumemo) ,280811,https://boardgamegeek.com/boardgame/280811/natsumemo-natsumemo,5108,2019,['宮野 華也 (Kaya Miyano)'],422,7.13808,5.75393,1.33832,1.3333,15,926,0,57,7,41,186,760,80,140,44,44879,4.0,6.0,4.0,4.0,15,30,45,"['Paper-and-Pencil', 'Simultaneous Action Selection']",[],"['Adventure', 'Dice', 'Humor', 'Sports', 'Travel']",Party,270.0,6.07619,,,,,,,
Mahé ,3383,https://boardgamegeek.com/boardgame/3383/mahe,5111,1974,['Alex Randolph'],962,6.36027,5.75363,1.34528,1.2264,53,3556,4,147,21,22,133,1588,219,65,27,76289,3.0,7.0,5.0,6.0,22,20,20,"['Dice Rolling', 'Push Your Luck', 'Roll / Spin and Move']",[],"['Animals', 'Dice']",Children's,106.0,6.16127,,Family,1548.0,5.82363,,,
Rick and Morty: Total Rickall Card Game ,194232,https://boardgamegeek.com/boardgame/194232/rick-and-morty-total-rickall-card-game,5149,2016,['Matt Hyra'],2392,6.08835,5.75046,1.54341,1.4857,35,4495,0,481,265,20,252,7729,431,180,94,267785,3.0,5.0,5.0,5.0,23,30,30,"['Cooperative Game', 'Hand Management', 'Hidden Roles', 'Memory', 'Traitor Game']",[],"['Card Game', 'Deduction', 'Humor', 'Movies / TV / Radio theme']",Party,441.0,5.81363,13.0,,,,,,
The Game of Things ,10934,https://boardgamegeek.com/boardgame/10934/the-game-of-things,5175,2002,"['Tom Quinn', 'Ted Quinn', 'Mark Sherry']",2491,6.08037,5.74813,1.618,1.2065,92,3820,0,719,196,17,181,6573,617,111,59,294598,5.0,9.0,6.0,6.0,26,45,45,"['Memory', 'Paper-and-Pencil']",[],"['Deduction', 'Humor', 'Memory', 'Party Game']",Party,443.0,5.81243,17.98,,,,,,
Sneaks & Snitches ,55601,https://boardgamegeek.com/boardgame/55601/sneaks-and-snitches,5160,2010,['Vlaada Chvátil'],968,6.31245,5.7496,1.34658,1.4079,76,3210,0,468,69,35,191,1296,279,113,22,83584,2.0,5.0,4.0,4.0,23,20,20,"['Set Collection', 'Simultaneous Action Selection']",[],"['Bluffing', 'Card Game', 'Spies / Secret Agents']",Family,1574.0,5.81623,,,,,,,
Mosaix ,55834,https://boardgamegeek.com/boardgame/55834/mosaix,5187,2009,['Christof Tisch'],699,6.52745,5.74739,1.16943,1.3934,61,4136,2,239,29,30,123,883,227,91,12,62815,1.0,4.0,4.0,4.0,16,20,20,"['Dice Rolling', 'Pattern Building']",[],"['Dice', 'Puzzle']",Abstract,189.0,6.16166,,Family,1541.0,5.82595,,,
Fast Forward: FEAR ,231664,https://boardgamegeek.com/boardgame/231664/fast-forward-fear,5235,2017,['Friedemann Friese'],1499,6.097,5.74368,1.47232,1.0952,42,17482,0,450,111,29,242,2454,323,164,24,89573,3.0,5.0,4.0,4.0,30,15,15,"['Hand Management', 'Push Your Luck', 'Take That']",[],"['Bluffing', 'Card Game', 'Math', 'Number']",Family,1621.0,5.80239,,,,,,,
Rumble in the Dungeon ,130827,https://boardgamegeek.com/boardgame/130827/rumble-in-the-dungeon,5236,2012,['Julie Saffre'],957,6.31179,5.74357,1.42302,1.1111,27,2803,0,230,49,14,126,1909,205,71,30,80312,3.0,6.0,4.0,4.0,11,20,20,"['Modular Board', 'Pick-up and Deliver', 'Point to Point Movement', 'Secret Unit Deployment']",[],"['Bluffing', 'Deduction', 'Party Game']",Party,374.0,5.90582,,,,,,,
Zooloretto Junior ,66120,https://boardgamegeek.com/boardgame/66120/zooloretto-junior,5249,2010,['Michael Schacht'],582,6.67581,5.74277,1.26533,1.4688,32,2323,0,267,40,69,181,1069,181,72,17,94230,2.0,5.0,4.0,4.0,11,30,30,"['Set Collection', 'Tile Placement']",['Zooloretto: Zwei Wertungsvarianten für Zooloretto Junior und Mini'],"['Animals', ""Children's Game""]",Children's,65.0,6.32577,,Family,1547.0,5.82376,,,
Why First? ,171672,https://boardgamegeek.com/boardgame/171672/why-first,5230,2015,['Simon Havard'],1298,6.1876,5.7439,1.42644,1.1579,38,4659,0,344,63,24,165,1904,274,118,23,64345,3.0,6.0,4.0,4.0,15,15,25,"['Hand Management', 'Simultaneous Action Selection', 'Take That', 'Tug of War']",[],['Racing'],Party,375.0,5.90479,,Family,1623.0,5.80212,,,
Giro Galoppo ,21985,https://boardgamegeek.com/boardgame/21985/giro-galoppo,5264,2006,['Jürgen P. Grunau'],593,6.67057,5.74178,1.28739,1.1918,73,2896,5,318,22,58,170,753,283,65,25,80081,3.0,5.0,4.0,5.0,18,30,30,[],[],"['Animals', ""Children's Game"", 'Racing']",Children's,58.0,6.40349,,Family,1576.0,5.81604,,,
The Crusoe Crew ,244274,https://boardgamegeek.com/boardgame/244274/the-crusoe-crew,5228,2019,['Shuky'],567,6.6936,5.74406,1.30901,1.25,12,1310,0,201,70,53,334,1712,159,255,29,66099,2.0,4.0,4.0,4.0,12,45,45,"['Cooperative Game', 'Roles with Asymmetric Information', 'Storytelling']",[],"[""Children's Game"", 'Comic Book / Strip']",Thematic,862.0,5.93371,,,,,,,
"But Wait, There's More! ",114438,https://boardgamegeek.com/boardgame/114438/but-wait-theres-more,5318,2011,"['Jay Cormier', 'Sen-Foong Lim']",582,6.6564,5.73848,1.53508,1.0909,22,1285,0,326,34,80,447,860,229,235,37,90239,3.0,8.0,5.0,5.0,4,30,30,"['Acting', 'Storytelling']","[""But Wait, There's More!: Fantasy RPG Mini-Expansion"", ""But Wait, There's More!: Geek Expansion"", ""But Wait, There's More!: Sixth Player Expansion"", ""But Wait, There's More!: Superhero Mini-Expansion"", ""But Wait, There's More!: That's The Best Part!"", ""But Wait, There's More!: Video Game Mini-Expansion""]","['Humor', 'Party Game', 'Print & Play']",Party,299.0,6.02124,,,,,,,
Costa Rica ,194100,https://boardgamegeek.com/boardgame/194100/costa-rica,5262,2016,"['Matthew Dunstan', 'Brett J. Gilbert']",1283,6.19474,5.74185,1.35611,1.303,33,3808,0,501,120,22,178,2727,323,160,40,158994,2.0,5.0,4.0,4.0,20,30,45,"['Map Reduction', 'Push Your Luck', 'Set Collection']",[],['Exploration'],Family,1610.0,5.80484,24.0,,,,,,
Time's Up! Édition purple ,33495,https://boardgamegeek.com/boardgame/33495/times-up-edition-purple,5332,2007,['Peter Sarrett'],362,7.1802,5.73762,1.46428,1.0909,22,1108,0,21,2,5,30,721,56,16,4,20725,4.0,6.0,4.0,4.0,4,45,45,"['Acting', 'Communication Limits', 'Memory', 'Team-Based Game']","[""Time's Up! La Recharge: 2012""]","['Humor', 'Memory', 'Party Game']",Party,267.0,6.08184,,,,,,,
Star Wars: Bounty Hunters ,410655,https://boardgamegeek.com/boardgame/410655/star-wars-bounty-hunters,5341,2024,['Frédéric Henry'],705,6.65931,5.73721,1.49356,1.35,20,2904,0,79,46,25,261,1612,135,203,95,90173,2.0,5.0,4.0,4.0,14,20,20,"['Action Points', 'Closed Drafting', 'Set Collection']",[],"['Card Game', 'Space Exploration']",,,,19.99,,,,,,
Cobra Paw ,220700,https://boardgamegeek.com/boardgame/220700/cobra-paw,5322,2017,['Derek Weston'],1203,6.27379,5.73836,1.47308,1.0,24,7689,0,180,50,11,132,3396,282,86,41,95083,2.0,5.0,4.0,4.0,8,5,15,"['Dice Rolling', 'Pattern Recognition']",[],"['Action / Dexterity', ""Children's Game"", 'Real-time']",Party,430.0,5.83033,,,,,,,
"Spot it! 1,2,3 ",117995,https://boardgamegeek.com/boardgame/117995/spot-it-123,5362,2012,"['Denis Blanchot', 'Jacques Cottereau']",1014,6.29834,5.73598,1.308,1.0263,38,12272,4,172,35,15,46,3073,302,44,13,67850,2.0,6.0,4.0,4.0,15,15,15,"['Pattern Recognition', 'Speed Matching']",[],"['Animals', 'Card Game', ""Children's Game"", 'Educational', 'Party Game', 'Real-time']",Children's,115.0,6.12382,,,,,,,
Lemming Mafia ,54735,https://boardgamegeek.com/boardgame/54735/lemming-mafia,5344,2009,['Michael Rieneck'],1154,6.22225,5.7371,1.32488,1.4032,62,3517,1,342,71,14,90,1906,279,60,31,75840,3.0,6.0,4.0,5.0,16,20,20,"['Betting and Bluffing', 'Dice Rolling', 'Events', 'Race', 'Roll / Spin and Move', 'Track Movement']",[],"['Animals', 'Comic Book / Strip']",Party,386.0,5.88072,,Family,1643.0,5.79449,,,
Love Letter: Princess Princess Ever After ,339905,https://boardgamegeek.com/boardgame/339905/love-letter-princess-princess-ever-after,5289,2021,['Seiji Kanai'],384,7.2487,5.74002,1.95076,1.1111,9,1728,0,59,14,12,124,1189,71,71,25,55981,2.0,6.0,4.0,4.0,7,20,20,"['Deduction', 'Hand Management', 'Player Elimination', 'Score-and-Reset Game']",[],"['Card Game', 'Deduction', 'Novel-based']",,,,,,,,,,
Unexploded Cow ,1690,https://boardgamegeek.com/boardgame/1690/unexploded-cow,5384,2001,"['James Ernest', 'Paul Peterson']",1850,6.07943,5.73475,1.50935,1.3618,152,3297,0,614,142,21,158,3991,571,123,59,134898,2.0,6.0,4.0,4.0,24,25,25,"['Dice Rolling', 'Set Collection']",['Unexploded Cow: Around the World'],"['Animals', 'Card Game', 'Economic', 'Humor', 'Print & Play']",Family,1707.0,5.76738,13.38,,,,,,
Oh My Brain ,303676,https://boardgamegeek.com/boardgame/303676/oh-my-brain,5386,2021,"['Bruno Cathala', 'Théo Rivière']",482,6.85744,5.7347,1.43166,1.125,16,2992,0,93,34,16,184,1230,81,120,52,46770,3.0,5.0,4.0,5.0,12,10,15,"['Hand Management', 'Ladder Climbing']",[],"['Card Game', 'Number', 'Zombies']",,,,9.99,,,,,,
Paper Safari ,39534,https://boardgamegeek.com/boardgame/39534/paper-safari,5355,2008,['Kevin Kim'],570,6.75305,5.73648,1.38954,1.2,20,3674,0,72,8,14,80,1312,106,54,21,60042,3.0,5.0,4.0,4.0,15,30,30,"['Hand Management', 'Open Drafting', 'Score-and-Reset Game', 'Set Collection']",['Smoki: Atak kruka – dodatkowa karta'],"['Card Game', ""Children's Game""]",Family,1589.0,5.81199,,,,,,,
Maudit Mot Dit ,364008,https://boardgamegeek.com/boardgame/364008/maudit-mot-dit,5328,2022,"['Laurent Prin', 'Nathalie Saunier', 'Rémi Saunier']",451,6.94647,5.73801,1.33915,1.2667,15,2777,4,13,6,6,79,1047,35,45,28,19601,3.0,6.0,4.0,5.0,9,30,30,['Communication Limits'],[],"['Deduction', 'Party Game']",,,,,,,,,,
Black Stories 2 ,20750,https://boardgamegeek.com/boardgame/20750/black-stories-2,5373,2005,['Holger Bösch'],1400,6.14915,5.73539,1.46509,1.2083,48,4240,0,108,65,14,58,3604,258,36,27,58469,2.0,10.0,5.0,6.0,16,20,20,['Storytelling'],[],"['Card Game', 'Deduction', 'Horror', 'Humor', 'Murder / Mystery', 'Party Game']",Party,402.0,5.87225,,,,,,,
Raise Your Goblets ,202732,https://boardgamegeek.com/boardgame/202732/raise-your-goblets,5391,2016,['Tim Page'],1687,6.10313,5.73419,1.52607,1.375,32,3617,0,359,77,62,407,2823,311,260,59,147424,4.0,6.0,6.0,6.0,21,20,45,"['Hand Management', 'Memory', 'Team-Based Game', 'Variable Player Powers']",[],"['Deduction', 'Humor', 'Memory', 'Party Game']",Party,411.0,5.86236,,,,,,,
Linkee! ,147194,https://boardgamegeek.com/boardgame/147194/linkee,5420,2012,[],920,6.38946,5.73164,1.43948,1.1111,9,2554,0,170,54,9,165,2294,155,93,15,93236,4.0,10.0,4.0,4.0,5,30,30,[],['Linkee: Booster Pack'],"['Party Game', 'Trivia']",,,,,,,,,,
Panic Lab ,121073,https://boardgamegeek.com/boardgame/121073/panic-lab,5424,2012,['Dominique Ehrhard'],2195,6.02472,5.73134,1.4585,1.2941,68,5450,4,281,80,19,177,4243,360,117,40,113039,2.0,9.0,4.0,5.0,25,10,30,"['Dice Rolling', 'Memory', 'Pattern Recognition']","['Brettspiel Adventskalender 2016', 'Panic Lab: Shower', 'Panic Lab: U-turn']","['Humor', 'Party Game', 'Puzzle', 'Real-time']",Party,442.0,5.81327,,Family,1687.0,5.77297,,,
Knister ,29355,https://boardgamegeek.com/boardgame/29355/knister,5427,2007,['Heinz Wüppen'],1119,6.19776,5.73117,1.28571,1.2329,73,8340,1,275,41,27,113,1735,284,79,21,82011,1.0,5.0,4.0,4.0,22,15,15,"['Bingo', 'Dice Rolling']",[],['Dice'],Family,1645.0,5.79408,,,,,,,
Piranha Pedro ,14035,https://boardgamegeek.com/boardgame/14035/piranha-pedro,5469,2004,['Jens-Peter Schliemann'],908,6.27529,5.72827,1.31681,1.3034,89,3177,5,185,34,46,131,926,263,58,8,69168,3.0,6.0,4.0,4.0,13,30,30,"['Grid Movement', 'Simultaneous Action Selection', 'Single Loser Game']",[],"['Animals', 'Bluffing', 'Humor']",Family,1639.0,5.79723,,,,,,,
Brick Party ,181161,https://boardgamegeek.com/boardgame/181161/brick-party,5447,2015,['Luca Bellini'],599,6.61018,5.72985,1.37237,1.375,8,1530,0,210,53,25,136,1291,155,86,15,59236,2.0,2.0,4.0,4.0,10,15,30,['Hand Management'],[],"['Action / Dexterity', 'Party Game', 'Real-time']",Party,315.0,5.99396,,,,,,,
Lost Legacy: Third Chronicle – Sacred Grail & Staff of Dragons ,175222,https://boardgamegeek.com/boardgame/175222/lost-legacy-third-chronicle-sacred-grail-and-staff,5463,2015,"['Seiji Kanai', 'Hayato Kisaragi']",462,6.83769,5.72873,1.28149,1.4375,16,1403,0,92,32,15,80,1443,118,55,10,37294,3.0,4.0,4.0,4.0,6,10,10,"['Hand Management', 'Memory', 'Player Elimination', 'Sudden Death Ending']",[],"['Bluffing', 'Card Game', 'Deduction']",,,,,,,,,,
Duck & Cover ,422019,https://boardgamegeek.com/boardgame/422019/duck-and-cover,5131,2024,['Oussama Khelifati'],973,6.3867,5.75236,1.64142,1.0,21,8715,0,78,12,50,353,1506,188,192,46,47377,2.0,7.0,6.0,6.0,10,15,20,"['Bingo', 'Layering', 'Score-and-Reset Game', 'Simultaneous Action Selection']",['Duck & Cover: Artist Pack'],"['Animals', 'Party Game']",Family,1562.0,5.81894,,,,,,,
Monster Crunch! The Breakfast Battle Game ,256541,https://boardgamegeek.com/boardgame/256541/monster-crunch-the-breakfast-battle-game,5468,2018,"['Forrest-Pruzan Creative', 'Prospero Hall', 'Chris Rowlands']",897,6.32039,5.7283,1.41913,1.1875,16,3439,0,346,99,16,140,2100,210,103,38,67188,3.0,5.0,4.0,4.0,16,20,20,"['Hand Management', 'Ladder Climbing', 'Variable Player Powers']",[],"['Card Game', 'Horror']",Family,1642.0,5.79474,19.99,,,,,,
Panda Panda ,400113,https://boardgamegeek.com/boardgame/400113/panda-panda,5368,2023,['宮野 華也 (Kaya Miyano)'],526,6.76365,5.7357,1.25578,1.0,5,3149,0,80,15,27,165,1336,118,158,23,33082,2.0,4.0,4.0,4.0,5,15,15,['Hand Management'],[],['Card Game'],,,,,,,,,,
The Quest Kids ,274075,https://boardgamegeek.com/boardgame/274075/the-quest-kids,5465,2021,['Dustin McMillian'],358,7.6079,5.72843,1.59221,1.0,15,2173,0,78,15,42,389,965,140,136,707,81636,2.0,4.0,4.0,4.0,9,30,30,"['Hand Management', 'Modular Board']","[""The Quest Kids: Big Bads of Tolk's Cave"", 'The Quest Kids: Realms of the Kingdom', 'The Quest Kids: The Trials of Tolk the Wise']","['Adventure', ""Children's Game"", 'Exploration', 'Fantasy']",Children's,42.0,6.51604,49.77,,,,,,
Kraken Attack! ,293309,https://boardgamegeek.com/boardgame/293309/kraken-attack,5446,2020,"['Antoine Bauza', 'Esteban Bauza']",418,6.99386,5.72987,1.31519,1.4118,17,2011,4,57,15,24,211,1016,106,83,38,57487,1.0,4.0,4.0,4.0,12,25,25,"['Action Queue', 'Card Play Conflict Resolution', 'Cooperative Game', 'Solo / Solitaire Game']",[],"['Nautical', 'Pirates']",Children's,38.0,6.54492,22.04,,,,,,
Hot Lead ,339924,https://boardgamegeek.com/boardgame/339924/hot-lead,5438,2022,['Reiner Knizia'],454,6.88216,5.73063,1.23912,1.24,25,2091,0,96,29,42,215,813,109,154,33,45585,3.0,5.0,4.0,4.0,31,15,15,"['Auction', 'Hand Management', 'Push Your Luck', 'Set Collection']",[],"['Animals', 'Card Game']",Family,1583.0,5.81352,25.0,,,,,,
Scram! ,385799,https://boardgamegeek.com/boardgame/385799/scram,5462,2023,['Ted Alspach'],417,6.98884,5.72878,1.37818,1.375,8,2093,0,71,21,29,220,1285,96,168,43,43057,4.0,4.0,4.0,4.0,8,30,30,"['Hand Management', 'Memory', 'Team-Based Game']",[],"['Animals', 'Card Game']",,,,3.99,,,,,,
Rainbow ,415090,https://boardgamegeek.com/boardgame/415090/rainbow,5186,2024,['Mito Sazuki'],432,6.97652,5.74744,1.10359,1.2857,7,1959,0,79,17,65,282,1175,96,212,34,33198,3.0,5.0,4.0,4.0,13,10,20,"['Hand Management', 'Ladder Climbing', 'Trick-taking']",[],['Card Game'],,,,,,,,,,
Criss Cross ,220988,https://boardgamegeek.com/boardgame/220988/criss-cross,5480,2017,['Reiner Knizia'],985,6.54295,5.72753,1.38032,1.3125,16,10093,0,193,36,29,211,1625,321,162,36,71586,1.0,6.0,6.0,6.0,11,10,10,"['Dice Rolling', 'Paper-and-Pencil', 'Pattern Building']",[],['Dice'],Family,1640.0,5.79625,,,,,,,
Penguin Airlines ,369388,https://boardgamegeek.com/boardgame/369388/penguin-airlines,5511,2023,"['Jesús Fuentes', 'Javier Martínez Gómez']",469,6.98614,5.72592,1.48621,1.3333,9,1603,1,44,12,25,349,971,91,229,86,57010,2.0,2.0,4.0,4.0,10,15,30,"['Communication Limits', 'Elapsed Real Time Ending', 'Real-Time', 'Team-Based Game']",[],"['Action / Dexterity', 'Animals', 'Aviation / Flight', 'Party Game']",Party,333.0,5.97049,42.16,,,,,,
Straw ,22497,https://boardgamegeek.com/boardgame/22497/straw,5498,2006,['Richard James'],1083,6.2249,5.72686,1.36085,1.0395,76,5941,0,358,40,25,118,1497,299,63,40,89543,2.0,6.0,5.0,5.0,8,30,30,"['Hand Management', 'Push Your Luck']",[],"['Arabian', 'Card Game']",Family,1660.0,5.78244,,,,,,,
Reverse Charades ,86156,https://boardgamegeek.com/boardgame/86156/reverse-charades,5531,2010,"['Scott Porter', 'Bryce Porter']",558,6.64276,5.72461,1.49199,1.05,20,1508,1,262,44,14,110,1472,184,64,12,116636,6.0,12.0,6.0,6.0,5,30,30,['Acting'],"[""Reverse Charades: Girls' Night In Edition"", 'Reverse Charades: Holiday Edition', 'Reverse Charades: Hollywood Edition', 'Reverse Charades: Sports Edition']",['Party Game'],Party,311.0,5.99942,,,,,,,
It Happens.. ,66193,https://boardgamegeek.com/boardgame/66193/it-happens,5565,2010,['Stefan Feld'],1127,6.17795,5.7228,1.28887,1.3924,79,3458,0,605,90,38,142,1556,308,103,23,93299,2.0,5.0,5.0,5.0,33,30,30,"['Dice Rolling', 'Set Collection']",[],"['Animals', 'Dice']",Family,1675.0,5.77733,,,,,,,
Match! ,393888,https://boardgamegeek.com/boardgame/393888/passt-nicht,5564,2023,['Thomas Weber (III)'],469,6.81617,5.72304,1.37954,1.0526,19,3994,1,63,11,19,96,1055,80,81,10,26915,2.0,6.0,4.0,5.0,10,20,20,"['Hand Management', 'Score-and-Reset Game', 'Take That']",[],['Card Game'],,,,,,,,,,
Celebrities ,22303,https://boardgamegeek.com/boardgame/22303/celebrities,5612,0,['(Uncredited)'],316,7.22722,5.71974,1.75452,1.1818,33,979,0,115,0,2,48,111,139,46,16,81659,4.0,4.0,6.0,6.0,11,90,90,"['Acting', 'Memory', 'Paper-and-Pencil', 'Team-Based Game']",[],"['Humor', 'Party Game']",Party,265.0,6.08423,,,,,,,
Birds of a Feather ,169341,https://boardgamegeek.com/boardgame/169341/birds-of-a-feather,5635,2015,['Teale Fristoe'],545,6.67942,5.71821,1.26717,1.2308,26,3018,0,322,22,34,220,813,187,148,73,88539,4.0,7.0,5.0,6.0,10,15,15,"['Hand Management', 'Set Collection', 'Simultaneous Action Selection']",['Birds of a Feather: Undomesticated Owl Bear Promo'],"['Animals', 'Card Game', 'Educational']",Family,1649.0,5.7892,,,,,,,
Richard Scarry's Busytown: Eye found it! Game ,64220,https://boardgamegeek.com/boardgame/64220/richard-scarrys-busytown-eye-found-it-game,5629,2009,['Forrest-Pruzan Creative'],659,6.5271,5.71848,1.43611,1.1944,36,3273,5,158,17,16,102,1353,266,36,29,102746,2.0,4.0,4.0,4.0,12,20,20,"['Cooperative Game', 'Real-Time', 'Roll / Spin and Move', 'Speed Matching', 'Track Movement']",[],"['Animals', ""Children's Game"", 'Racing']",Children's,93.0,6.2041,,,,,,,
The Little Flower Shop ,218025,https://boardgamegeek.com/boardgame/218025/the-little-flower-shop,5625,2018,['Steve Finn'],502,6.73535,5.71881,1.21605,1.4615,13,2010,0,262,47,24,179,1211,163,133,48,61021,1.0,4.0,4.0,4.0,7,20,20,"['Closed Drafting', 'Set Collection', 'Solo / Solitaire Game']","['The Little Flower Shop: 5th Player Pack', 'The Little Flower Shop: Basket – Game Boy Geek promo card', 'The Little Flower Shop: Employee Pack', 'The Little Flower Shop: Flower-Filler Promo Pack', 'The Little Flower Shop: Potpourri Pack', 'The Little Flower Shop: The Mini-Pack']",['Card Game'],Family,1637.0,5.79802,,,,,,,
Die Fiesen 7 ,186302,https://boardgamegeek.com/boardgame/186302/die-fiesen-7,5585,2015,['Jacques Zeimet'],896,6.37907,5.72131,1.49764,1.0526,19,3687,2,122,44,11,121,2030,196,80,34,61793,3.0,6.0,5.0,5.0,10,15,25,"['Communication Limits', 'Memory']",[],"['Card Game', 'Mafia', 'Memory', 'Party Game']",Party,380.0,5.88852,,,,,,,
Cinco Linko ,208808,https://boardgamegeek.com/boardgame/208808/cinco-linko,5589,2016,['Deejay Wheelie Bag'],653,6.56482,5.72115,1.39638,1.1429,21,5755,1,105,17,6,151,1848,126,79,24,65391,2.0,4.0,4.0,4.0,14,5,15,['Tile Placement'],[],['Abstract Strategy'],Abstract,287.0,5.96478,,,,,,,
The Deadlies ,292907,https://boardgamegeek.com/boardgame/292907/the-deadlies,5630,2020,['Paul Saxberg'],489,6.84785,5.71842,1.51516,1.4444,9,2339,1,62,20,18,244,1163,112,153,40,52607,3.0,5.0,5.0,5.0,8,30,30,"['Hand Management', 'Take That']",[],"['Animals', 'Card Game', 'Humor']",,,,,,,,,,
Dracula's Feast ,159575,https://boardgamegeek.com/boardgame/159575/draculas-feast,5665,2017,['Peter C. Hayward'],492,6.80268,5.71613,1.34908,1.3846,13,2240,0,185,48,12,129,1265,170,106,33,71523,5.0,8.0,6.0,6.0,13,10,15,"['Memory', 'Player Elimination', 'Role Playing', 'Variable Player Powers']","[""Dracula's Feast: Cthulhu & Friends""]","['Bluffing', 'Card Game', 'Deduction', 'Horror', 'Humor', 'Memory']",,,,,,,,,,
